area,response,var,label,estimate,ci,pd,ps,bf,ess,rhat
Laboratory and Cellular,Transaminases,[Age],"$\beta$ = 0.27, CI~95%~[0.05, 0.52], pd = 98.9%, ps = 93%, BF~10~ = 0.55",0.27,"[0.05, 0.52]",0.989,0.93,0.55,9496.7,1
Laboratory and Cellular,Transaminases,[Education level: Cubic],"$\beta$ = 0.91, CI~95%~[-1.1, 2.93], pd = 80.8%, ps = 78%, BF~10~ = 0.51",0.91,"[-1.1, 2.93]",0.808,0.78,0.51,8621.1,1
Laboratory and Cellular,Transaminases,[Education level: Linear],"$\beta$ = 1.66, CI~95%~[-0.76, 4.01], pd = 91.3%, ps = 89.8%, BF~10~ = 1.03",1.66,"[-0.76, 4.01]",0.913,0.898,1.03,9012.1,1
Laboratory and Cellular,Transaminases,[Education level: Quadratic],"$\beta$ = -1.24, CI~95%~[-3.45, 1.07], pd = 86.6%, ps = 84.6%, BF~10~ = 0.68",-1.24,"[-3.45, 1.07]",0.866,0.846,0.68,8769,1
Laboratory and Cellular,Transaminases,[PCOV NoS],"$\beta$ = -0.51, CI~95%~[-1.44, 0.4], pd = 85.9%, ps = 80.5%, BF~10~ = 0.27",-0.51,"[-1.44, 0.4]",0.859,0.805,0.27,8420.5,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Age],"$\beta$ = -0.33, CI~95%~[-0.65, -0.02], pd = 97.9%, ps = 92.4%, BF~10~ = 0.43",-0.33,"[-0.65, -0.02]",0.979,0.924,0.43,9540,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.11, CI~95%~[-0.1, 0.31], pd = 84.3%, ps = 52.1%, BF~10~ = 0.06",0.11,"[-0.1, 0.31]",0.843,0.521,0.06,11494.4,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.44, CI~95%~[-0.21, 1.09], pd = 90.3%, ps = 83.9%, BF~10~ = 0.26",0.44,"[-0.21, 1.09]",0.903,0.839,0.26,11286.7,1
Laboratory and Cellular,Transaminases,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.46, CI~95%~[-0.21, 1.13], pd = 91.1%, ps = 85.7%, BF~10~ = 0.3",0.46,"[-0.21, 1.13]",0.911,0.857,0.3,9257.7,1
Laboratory and Cellular,Transaminases,[PCOV NoV] x [Education level: Cubic],"$\beta$ = -2.76, CI~95%~[-4.77, -0.69], pd = 99.6%, ps = 99.5%, BF~10~ = 10.34",-2.76,"[-4.77, -0.69]",0.996,0.995,10.34,8797.8,1
Laboratory and Cellular,Transaminases,[PCOV NoV] x [Education level: Linear],"$\beta$ = -2.89, CI~95%~[-5.21, -0.73], pd = 99.4%, ps = 99.1%, BF~10~ = 7.8",-2.89,"[-5.21, -0.73]",0.994,0.991,7.8,7976.9,1
Laboratory and Cellular,Transaminases,[PCOV NoV] x [Education level: Quadratic],"$\beta$ = 3.3, CI~95%~[0.64, 5.81], pd = 99.2%, ps = 99.1%, BF~10~ = 10.46",3.3,"[0.64, 5.81]",0.992,0.991,10.46,8922.8,1
Laboratory and Cellular,Transaminases,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.33, CI~95%~[-0.29, 0.93], pd = 86.3%, ps = 77.4%, BF~10~ = 0.18",0.33,"[-0.29, 0.93]",0.863,0.774,0.18,12750.4,1
Laboratory and Cellular,Transaminases,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.48, CI~95%~[-1.06, 0.1], pd = 94.7%, ps = 89.8%, BF~10~ = 0.37",-0.48,"[-1.06, 0.1]",0.947,0.898,0.37,9944.5,1
Laboratory and Cellular,Transaminases,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.36, CI~95%~[-0.39, 1.09], pd = 83.2%, ps = 75.9%, BF~10~ = 0.21",0.36,"[-0.39, 1.09]",0.832,0.759,0.21,10005.7,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score],"$\beta$ = 0.89, CI~95%~[0.09, 1.74], pd = 98.2%, ps = 96.9%, BF~10~ = 1.23",0.89,"[0.09, 1.74]",0.982,0.969,1.23,8013.3,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Age],"$\beta$ = 0.38, CI~95%~[0.09, 0.69], pd = 99.3%, ps = 96.6%, BF~10~ = 1.01",0.38,"[0.09, 0.69]",0.993,0.966,1.01,9483.4,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Education level: Cubic],"$\beta$ = -0.87, CI~95%~[-2.73, 1.1], pd = 81.7%, ps = 78.8%, BF~10~ = 0.49",-0.87,"[-2.73, 1.1]",0.817,0.788,0.49,8616.6,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -2.95, CI~95%~[-5.32, -0.49], pd = 99%, ps = 98.8%, BF~10~ = 6.89",-2.95,"[-5.32, -0.49]",0.99,0.988,6.89,7720.4,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 2.12, CI~95%~[0.08, 3.95], pd = 98.2%, ps = 97.8%, BF~10~ = 3.15",2.12,"[0.08, 3.95]",0.982,0.978,3.15,8974.4,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.54, CI~95%~[-1.16, 0.08], pd = 95.6%, ps = 91.9%, BF~10~ = 0.45",-0.54,"[-1.16, 0.08]",0.956,0.919,0.45,10527.5,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.28, CI~95%~[-0.8, 0.25], pd = 85.4%, ps = 76%, BF~10~ = 0.16",-0.28,"[-0.8, 0.25]",0.854,0.76,0.16,9576.8,1
Laboratory and Cellular,Transaminases,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.28, CI~95%~[-0.19, 0.73], pd = 87.7%, ps = 77.1%, BF~10~ = 0.16",0.28,"[-0.19, 0.73]",0.877,0.771,0.16,10633.3,1
Laboratory and Cellular,Transaminases,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.38, CI~95%~[-0.88, 0.09], pd = 93.7%, ps = 86.8%, BF~10~ = 0.26",-0.38,"[-0.88, 0.09]",0.937,0.868,0.26,11038.5,1
Laboratory and Cellular,Transaminases,[Pathologies: Obesity (Yes)],"$\beta$ = 0.51, CI~95%~[-0.22, 1.33], pd = 90.4%, ps = 85.5%, BF~10~ = 0.32",0.51,"[-0.22, 1.33]",0.904,0.855,0.32,11247.3,1
Laboratory and Cellular,Transaminases,[Sex: Female],"$\beta$ = -0.3, CI~95%~[-0.69, 0.11], pd = 92.6%, ps = 83.4%, BF~10~ = 0.2",-0.3,"[-0.69, 0.11]",0.926,0.834,0.2,11850.1,1
Laboratory and Cellular,Triglycerides,[Age],"$\beta$ = 0.19, CI~95%~[-0.07, 0.44], pd = 92.2%, ps = 75%, BF~10~ = 0.12",0.19,"[-0.07, 0.44]",0.922,0.75,0.12,10287.9,1
Laboratory and Cellular,Triglycerides,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.43, CI~95%~[-1.1, 0.27], pd = 89%, ps = 82.4%, BF~10~ = 0.24",-0.43,"[-1.1, 0.27]",0.89,0.824,0.24,11870.8,1
Laboratory and Cellular,Triglycerides,[PCOV NoV],"$\beta$ = -0.48, CI~95%~[-1.59, 0.62], pd = 80.3%, ps = 74.8%, BF~10~ = 0.26",-0.48,"[-1.59, 0.62]",0.803,0.748,0.26,6794.7,1
Laboratory and Cellular,Triglycerides,[PCOV NoV] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.35, CI~95%~[-0.36, 0.98], pd = 83.5%, ps = 75.8%, BF~10~ = 0.19",0.35,"[-0.36, 0.98]",0.835,0.758,0.19,16580.1,1
Laboratory and Cellular,Triglycerides,[PCOV NoV] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.55, CI~95%~[-0.09, 1.19], pd = 95.4%, ps = 92%, BF~10~ = 0.48",0.55,"[-0.09, 1.19]",0.954,0.92,0.48,12442.9,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score],"$\beta$ = -0.45, CI~95%~[-1.27, 0.42], pd = 84.4%, ps = 78.2%, BF~10~ = 0.24",-0.45,"[-1.27, 0.42]",0.844,0.782,0.24,7389.6,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score] x [Education level: Quadratic],"$\beta$ = 1.3, CI~95%~[-0.69, 3.38], pd = 89.3%, ps = 87.4%, BF~10~ = 0.73",1.3,"[-0.69, 3.38]",0.893,0.874,0.73,7674,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.19, CI~95%~[-0.41, 0.05], pd = 94.6%, ps = 77.8%, BF~10~ = 0.14",-0.19,"[-0.41, 0.05]",0.946,0.778,0.14,15253.1,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.37, CI~95%~[-1, 0.27], pd = 87.3%, ps = 79.6%, BF~10~ = 0.21",-0.37,"[-1, 0.27]",0.873,0.796,0.21,14841.1,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.27, CI~95%~[-0.31, 0.86], pd = 81.4%, ps = 71.6%, BF~10~ = 0.15",0.27,"[-0.31, 0.86]",0.814,0.716,0.15,10639.5,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 1.55, CI~95%~[0.51, 2.56], pd = 99.8%, ps = 99.7%, BF~10~ = 12.18",1.55,"[0.51, 2.56]",0.998,0.997,12.18,13616.3,1
Laboratory and Cellular,Triglycerides,[PCOV Severity Score] x [Sex: Female],"$\beta$ = 0.38, CI~95%~[-0.15, 0.9], pd = 92.1%, ps = 85.2%, BF~10~ = 0.25",0.38,"[-0.15, 0.9]",0.921,0.852,0.25,11294.7,1
Laboratory and Cellular,Triglycerides,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.76, CI~95%~[-0.05, 1.56], pd = 96.8%, ps = 94.6%, BF~10~ = 0.75",0.76,"[-0.05, 1.56]",0.968,0.946,0.75,13316.2,1
Laboratory and Cellular,Triglycerides,[Pathologies: Obesity (Yes)],"$\beta$ = 0.7, CI~95%~[-0.16, 1.57], pd = 94.1%, ps = 90.6%, BF~10~ = 0.47",0.7,"[-0.16, 1.57]",0.941,0.906,0.47,12923.6,1
Laboratory and Cellular,Urea,[Age],"$\beta$ = 0.25, CI~95%~[0.02, 0.47], pd = 98.4%, ps = 90.1%, BF~10~ = 0.37",0.25,"[0.02, 0.47]",0.984,0.901,0.37,8225.2,1
Laboratory and Cellular,Urea,[PCOV NoS] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.31, CI~95%~[-0.97, 0.36], pd = 82%, ps = 73.4%, BF~10~ = 0.17",-0.31,"[-0.97, 0.36]",0.82,0.734,0.17,9938.3,1
Laboratory and Cellular,Urea,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.32, CI~95%~[-0.97, 0.32], pd = 83%, ps = 74.6%, BF~10~ = 0.18",-0.32,"[-0.97, 0.32]",0.83,0.746,0.18,9286.7,1
Laboratory and Cellular,Urea,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.54, CI~95%~[-0.22, 1.29], pd = 91.8%, ps = 87%, BF~10~ = 0.33",0.54,"[-0.22, 1.29]",0.918,0.87,0.33,9231.8,1
Laboratory and Cellular,Urea,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.29, CI~95%~[-0.23, 0.8], pd = 86.6%, ps = 77.3%, BF~10~ = 0.17",0.29,"[-0.23, 0.8]",0.866,0.773,0.17,8341.4,1
Laboratory and Cellular,Urea,[PCOV NoV],"$\beta$ = 0.53, CI~95%~[-0.49, 1.6], pd = 84.4%, ps = 79.4%, BF~10~ = 0.3",0.53,"[-0.49, 1.6]",0.844,0.794,0.3,6702.9,1
Laboratory and Cellular,Urea,[PCOV NoV] x [Fatigue scale],"$\beta$ = -0.28, CI~95%~[-0.5, -0.06], pd = 99.4%, ps = 94.4%, BF~10~ = 0.79",-0.28,"[-0.5, -0.06]",0.994,0.944,0.79,11839.1,1
Laboratory and Cellular,Urea,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.36, CI~95%~[-0.4, 1.1], pd = 82.3%, ps = 74.9%, BF~10~ = 0.2",0.36,"[-0.4, 1.1]",0.823,0.749,0.2,9203.7,1
Laboratory and Cellular,Urea,[PCOV NoV] x [Sex: Female],"$\beta$ = -0.26, CI~95%~[-0.72, 0.2], pd = 86.7%, ps = 75.4%, BF~10~ = 0.14",-0.26,"[-0.72, 0.2]",0.867,0.754,0.14,13406.2,1
Laboratory and Cellular,Urea,[PCOV Severity Score],"$\beta$ = -0.38, CI~95%~[-1.21, 0.43], pd = 82%, ps = 75.2%, BF~10~ = 0.21",-0.38,"[-1.21, 0.43]",0.82,0.752,0.21,6462.4,1
Laboratory and Cellular,Urea,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = 1.06, CI~95%~[-1.45, 3.38], pd = 80.6%, ps = 78.4%, BF~10~ = 0.6",1.06,"[-1.45, 3.38]",0.806,0.784,0.6,6354.3,1
Laboratory and Cellular,Urea,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = -0.12, CI~95%~[-0.34, 0.08], pd = 87.3%, ps = 59.2%, BF~10~ = 0.07",-0.12,"[-0.34, 0.08]",0.873,0.592,0.07,10524.6,1
Laboratory and Cellular,Urea,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = 0.66, CI~95%~[0.03, 1.29], pd = 97.8%, ps = 95.6%, BF~10~ = 0.81",0.66,"[0.03, 1.29]",0.978,0.956,0.81,10148.2,1
Laboratory and Cellular,Urea,[PCOV Severity Score] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.41, CI~95%~[-0.17, 0.99], pd = 91.6%, ps = 85.5%, BF~10~ = 0.26",0.41,"[-0.17, 0.99]",0.916,0.855,0.26,10556.5,1
Laboratory and Cellular,Urea,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.45, CI~95%~[-1.34, 0.48], pd = 82.8%, ps = 76.8%, BF~10~ = 0.25",-0.45,"[-1.34, 0.48]",0.828,0.768,0.25,11173.6,1
Laboratory and Cellular,Urea,[Pathologies: Diabetes (Yes)],"$\beta$ = 0.99, CI~95%~[0.37, 1.65], pd = 99.9%, ps = 99.6%, BF~10~ = 9.01",0.99,"[0.37, 1.65]",0.999,0.996,9.01,9175.6,1
Laboratory and Cellular,Urea,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.63, CI~95%~[-0.13, 1.37], pd = 94.7%, ps = 91.8%, BF~10~ = 0.52",0.63,"[-0.13, 1.37]",0.947,0.918,0.52,9230.8,1
Laboratory and Cellular,Urea,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.35, CI~95%~[-0.18, 0.8], pd = 91.8%, ps = 84.2%, BF~10~ = 0.22",0.35,"[-0.18, 0.8]",0.918,0.842,0.22,10154.7,1
Laboratory and Cellular,Urea,[Pathologies: Obesity (Yes)],"$\beta$ = -0.81, CI~95%~[-1.58, -0.02], pd = 98%, ps = 96.3%, BF~10~ = 1",-0.81,"[-1.58, -0.02]",0.98,0.963,1,9830.4,1
Laboratory and Cellular,Urea,[Sex: Female],"$\beta$ = -0.56, CI~95%~[-0.96, -0.16], pd = 99.6%, ps = 98.7%, BF~10~ = 2.65",-0.56,"[-0.96, -0.16]",0.996,0.987,2.65,10200.4,1
Laboratory and Cellular,Uric Acid,[Fatigue scale],"$\beta$ = 0.15, CI~95%~[-0.04, 0.35], pd = 93.5%, ps = 69.1%, BF~10~ = 0.1",0.15,"[-0.04, 0.35]",0.935,0.691,0.1,16170.5,1
Laboratory and Cellular,Uric Acid,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.54, CI~95%~[-1.26, 0.11], pd = 93.9%, ps = 89.4%, BF~10~ = 0.37",-0.54,"[-1.26, 0.11]",0.939,0.894,0.37,13431.8,1
Laboratory and Cellular,Uric Acid,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.36, CI~95%~[-1.04, 0.3], pd = 85.2%, ps = 77%, BF~10~ = 0.19",-0.36,"[-1.04, 0.3]",0.852,0.77,0.19,13334.9,1
Laboratory and Cellular,Uric Acid,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.33, CI~95%~[-0.24, 0.9], pd = 87.1%, ps = 79.1%, BF~10~ = 0.19",0.33,"[-0.24, 0.9]",0.871,0.791,0.19,11437.2,1
Laboratory and Cellular,Uric Acid,[Pathologies: Hypertension (Yes)],"$\beta$ = 0.33, CI~95%~[-0.19, 0.84], pd = 89.4%, ps = 80.9%, BF~10~ = 0.19",0.33,"[-0.19, 0.84]",0.894,0.809,0.19,14379.3,1
Laboratory and Cellular,Uric Acid,[Sex: Female],"$\beta$ = -1.27, CI~95%~[-1.68, -0.83], pd = 100%, ps = 100%, BF~10~ = 8745.53",-1.27,"[-1.68, -0.83]",1,1,8745.53,13200.3,1
Laboratory and Cellular,Vitamin D,[PCOV NoS] x [Age],"$\beta$ = 0.46, CI~95%~[0.07, 0.86], pd = 98.7%, ps = 96.1%, BF~10~ = 0.83",0.46,"[0.07, 0.86]",0.987,0.961,0.83,12666.7,1
Laboratory and Cellular,Vitamin D,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.75, CI~95%~[-1.58, 0.09], pd = 95.9%, ps = 93.4%, BF~10~ = 0.62",-0.75,"[-1.58, 0.09]",0.959,0.934,0.62,12811.3,1
Laboratory and Cellular,Vitamin D,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.29, CI~95%~[-0.37, 0.9], pd = 81.8%, ps = 72.6%, BF~10~ = 0.17",0.29,"[-0.37, 0.9]",0.818,0.726,0.17,11288,1
Laboratory and Cellular,Vitamin D,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.65, CI~95%~[-1.47, 0.13], pd = 94.2%, ps = 90.8%, BF~10~ = 0.47",-0.65,"[-1.47, 0.13]",0.942,0.908,0.47,12593.3,1.001
Laboratory and Cellular,Vitamin D,[PCOV Severity Score] x [Age],"$\beta$ = -0.35, CI~95%~[-0.73, 0.03], pd = 96.5%, ps = 90.9%, BF~10~ = 0.36",-0.35,"[-0.73, 0.03]",0.965,0.909,0.36,11317.2,1
Laboratory and Cellular,Vitamin D,[PCOV Severity Score] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.45, CI~95%~[-0.24, 1.06], pd = 91.1%, ps = 85.5%, BF~10~ = 0.28",0.45,"[-0.24, 1.06]",0.911,0.855,0.28,11077.8,1
Laboratory and Cellular,Vitamin D,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.46, CI~95%~[-1.04, 0.11], pd = 94.2%, ps = 89.2%, BF~10~ = 0.32",-0.46,"[-1.04, 0.11]",0.942,0.892,0.32,11840.7,1
Laboratory and Cellular,Vitamin D,[Pathologies: Diabetes (Yes)],"$\beta$ = -0.66, CI~95%~[-1.43, 0.12], pd = 95%, ps = 92%, BF~10~ = 0.5",-0.66,"[-1.43, 0.12]",0.95,0.92,0.5,14725.8,1
Laboratory and Cellular,Vitamin D,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.91, CI~95%~[-0.01, 1.83], pd = 97.3%, ps = 95.9%, BF~10~ = 0.99",0.91,"[-0.01, 1.83]",0.973,0.959,0.99,13949.3,1
Laboratory and Cellular,Vitamin D,[Sex: Female],"$\beta$ = 0.43, CI~95%~[-0.06, 0.94], pd = 95.5%, ps = 90.6%, BF~10~ = 0.36",0.43,"[-0.06, 0.94]",0.955,0.906,0.36,13774.4,1
Laboratory and Cellular,hemoglobina,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.22, CI~95%~[0.02, 0.4], pd = 98.8%, ps = 89.1%, BF~10~ = 0.41",0.22,"[0.02, 0.4]",0.988,0.891,0.41,12047.6,1
Laboratory and Cellular,hemoglobina,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.33, CI~95%~[-0.87, 0.25], pd = 88%, ps = 79%, BF~10~ = 0.18",-0.33,"[-0.87, 0.25]",0.88,0.79,0.18,8430.6,1
Laboratory and Cellular,hemoglobina,[PCOV NoV] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.35, CI~95%~[-1, 0.32], pd = 84.9%, ps = 77.2%, BF~10~ = 0.2",-0.35,"[-1, 0.32]",0.849,0.772,0.2,10030,1
Laboratory and Cellular,hemoglobina,[PCOV Severity Score] x [Education level: Linear],"$\beta$ = -1.14, CI~95%~[-3.56, 1.16], pd = 82.5%, ps = 80.1%, BF~10~ = 0.62",-1.14,"[-3.56, 1.16]",0.825,0.801,0.62,6319.9,1
Laboratory and Cellular,hemoglobina,[PCOV Severity Score] x [Pathologies: Diabetes (Yes)],"$\beta$ = -0.61, CI~95%~[-1.16, -0.03], pd = 98.4%, ps = 96.1%, BF~10~ = 0.86",-0.61,"[-1.16, -0.03]",0.984,0.961,0.86,10462.8,1
Laboratory and Cellular,hemoglobina,[PCOV Severity Score] x [Pathologies: Obesity (Yes)],"$\beta$ = 0.82, CI~95%~[-0.06, 1.6], pd = 97.3%, ps = 95.6%, BF~10~ = 0.9",0.82,"[-0.06, 1.6]",0.973,0.956,0.9,12008.9,1
Laboratory and Cellular,hemoglobina,[Pathologies: Hypertension (Yes)],"$\beta$ = -0.21, CI~95%~[-0.64, 0.24], pd = 82.9%, ps = 69.3%, BF~10~ = 0.12",-0.21,"[-0.64, 0.24]",0.829,0.693,0.12,10193.3,1
Laboratory and Cellular,hemoglobina,[Sex: Female],"$\beta$ = -1.39, CI~95%~[-1.77, -1.03], pd = 100%, ps = 100%, BF~10~ = 7900.2",-1.39,"[-1.77, -1.03]",1,1,7900.2,11021.4,1
Laboratory and Cellular,lymphocytes,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.26, CI~95%~[-0.52, -0.03], pd = 98.3%, ps = 90.6%, BF~10~ = 0.39",-0.26,"[-0.52, -0.03]",0.983,0.906,0.39,12655.3,1
Laboratory and Cellular,lymphocytes,[PCOV NoS] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.38, CI~95%~[-0.42, 1.14], pd = 82.6%, ps = 75.8%, BF~10~ = 0.21",0.38,"[-0.42, 1.14]",0.826,0.758,0.21,13246.4,1.001
Laboratory and Cellular,lymphocytes,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = -0.48, CI~95%~[-1.3, 0.34], pd = 87.2%, ps = 81.2%, BF~10~ = 0.26",-0.48,"[-1.3, 0.34]",0.872,0.812,0.26,12406.9,1
Laboratory and Cellular,lymphocytes,[PCOV NoS] x [Sex: Female],"$\beta$ = 0.35, CI~95%~[-0.25, 0.98], pd = 87.7%, ps = 79.6%, BF~10~ = 0.2",0.35,"[-0.25, 0.98]",0.877,0.796,0.2,13707.6,1
Laboratory and Cellular,lymphocytes,[PCOV NoV] x [Pathologies: Dyslipidemia (Yes)],"$\beta$ = 0.42, CI~95%~[-0.39, 1.2], pd = 85.7%, ps = 79%, BF~10~ = 0.23",0.42,"[-0.39, 1.2]",0.857,0.79,0.23,12255.8,1
Laboratory and Cellular,lymphocytes,[PCOV NoV] x [Sex: Female],"$\beta$ = 0.27, CI~95%~[-0.28, 0.82], pd = 83.5%, ps = 73.4%, BF~10~ = 0.15",0.27,"[-0.28, 0.82]",0.835,0.734,0.15,13668.6,1
Laboratory and Cellular,lymphocytes,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.14, CI~95%~[-0.1, 0.39], pd = 87.4%, ps = 63.6%, BF~10~ = 0.08",0.14,"[-0.1, 0.39]",0.874,0.636,0.08,13743.7,1
Laboratory and Cellular,lymphocytes,[PCOV Severity Score] x [Sex: Female],"$\beta$ = -0.38, CI~95%~[-0.93, 0.18], pd = 91.1%, ps = 84.3%, BF~10~ = 0.23",-0.38,"[-0.93, 0.18]",0.911,0.843,0.23,12991,1
Laboratory and Cellular,lymphocytes,[Pathologies: Dyslipidemia (Yes)],"$\beta$ = -0.49, CI~95%~[-1.39, 0.39], pd = 86%, ps = 81.1%, BF~10~ = 0.29",-0.49,"[-1.39, 0.39]",0.86,0.811,0.29,12755.9,1
Laboratory and Cellular,lymphocytes,[Pathologies: Obesity (Yes)],"$\beta$ = -0.55, CI~95%~[-1.46, 0.47], pd = 86.7%, ps = 81.8%, BF~10~ = 0.3",-0.55,"[-1.46, 0.47]",0.867,0.818,0.3,12128.1,1
Physical and Functional,BAI score,[PCOV NoS] x [Fatigue scale],"$\beta$ = 0.08, CI~95%~[-0.05, 0.22], pd = 89.5%, ps = 40.4%, BF~10~ = 0.05",0.08,"[-0.05, 0.22]",0.895,0.404,0.05,11180.1,1
Physical and Functional,BAI score,[PCOV NoV] x [Fatigue scale],"$\beta$ = 0.14, CI~95%~[0, 0.29], pd = 97.7%, ps = 73.4%, BF~10~ = 0.18",0.14,"[0, 0.29]",0.977,0.734,0.18,12447.6,1
Physical and Functional,BDI score,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.09, CI~95%~[-0.21, 0.03], pd = 92.4%, ps = 40.7%, BF~10~ = 0.05",-0.09,"[-0.21, 0.03]",0.924,0.407,0.05,11716.6,1
Physical and Functional,BDI score,[PCOV Severity Score] x [Fatigue scale],"$\beta$ = 0.17, CI~95%~[0.06, 0.3], pd = 99.7%, ps = 88%, BF~10~ = 0.84",0.17,"[0.06, 0.3]",0.997,0.88,0.84,12679.8,1
Physical and Functional,BMI,[Education level: Linear],"$\beta$ = -1.12, CI~95%~[-3.55, 1.17], pd = 81.6%, ps = 79.2%, BF~10~ = 0.6",-1.12,"[-3.55, 1.17]",0.816,0.792,0.6,9192.1,1
Physical and Functional,BMI,[PCOV NoS],"$\beta$ = 0.6, CI~95%~[-0.31, 1.51], pd = 90.3%, ps = 86.3%, BF~10~ = 0.36",0.6,"[-0.31, 1.51]",0.903,0.863,0.36,7795.7,1
Physical and Functional,BMI,[PCOV NoS] x [Age],"$\beta$ = -0.31, CI~95%~[-0.63, 0.01], pd = 97%, ps = 90%, BF~10~ = 0.32",-0.31,"[-0.63, 0.01]",0.97,0.9,0.32,7882.5,1
Physical and Functional,BMI,[PCOV NoS] x [Education level: Cubic],"$\beta$ = 1.69, CI~95%~[-0.42, 4.01], pd = 93.6%, ps = 92.3%, BF~10~ = 1.13",1.69,"[-0.42, 4.01]",0.936,0.923,1.13,7746.4,1
Physical and Functional,BMI,[PCOV NoS] x [Fatigue scale],"$\beta$ = -0.09, CI~95%~[-0.29, 0.12], pd = 80%, ps = 45.4%, BF~10~ = 0.05",-0.09,"[-0.29, 0.12]",0.8,0.454,0.05,9769.3,1
Physical and Functional,BMI,[PCOV NoS] x [Pathologies: Hypertension (Yes)],"$\beta$ = 0.66, CI~95%~[-0.03, 1.33], pd = 97.1%, ps = 94.9%, BF~10~ = 0.7",0.66,"[-0.03, 1.33]",0.971,0.949,0.7,8646.5,1
Physical and Functional,BMI,[PCOV NoS] x [Pathologies: Obesity (Yes)],"$\beta$ = -0.38, CI~95%~[-1.15, 0.38], pd = 82.9%, ps = 75.7%, BF~10~ = 0.21",-0.38,"[-1.15, 0.38]",0.829,0.757,0.21,9432.2,1
